timestamp,mid_price,bid_price,ask_price
2025-03-24 20:58:01,1.0804,1.077699,1.083101
2025-03-24 21:40:01,1.0801,1.07739975,1.08280025
2025-03-25 18:06:01,1.0811,1.0783972499999999,1.08380275
2025-03-25 18:07:31,1.0808,1.078098,1.083502
2025-03-25 18:15:01,1.081,1.0782975,1.0837025
2025-03-25 18:22:01,1.0808,1.078098,1.083502
2025-03-25 19:52:01,1.0799,1.0772002500000002,1.08259975
2025-03-25 21:03:01,1.0796,1.0769009999999999,1.082299
